time(ms),time(ds),x_accel,y_accel,z_accel,g_measured,TimeInterval
10636.342,1063.6342,0.038422,-0.944641,0.285522,0.987596,5269.912478
10665.893,1066.5893,-0.049484,-0.976486,0.22998,1.004423,5269.942029
10695.439,1069.5439,0.052963,-0.94426,0.228516,0.97296,5269.971575
10724.985,1072.4985,0.014252,-0.98114,0.204956,1.00242,5270.001121
10754.53,1075.453,-0.006195,-0.93071,0.260529,0.966506,5270.030666
10784.073,1078.4073,0.022644,-0.901489,0.224655,0.929336,5270.060209
10813.615,1081.3615,-0.100693,-0.883255,0.292297,0.935797,5270.089751
10843.164,1084.3164,-0.059875,-0.892792,0.356842,0.963327,5270.1193
10872.71,1087.271,0.0513,-0.890854,0.37085,0.966324,5270.148846
10902.256,1090.2256,0.07547,-0.92662,0.382919,1.005459,5270.178392
10931.803,1093.1803,0.143036,-0.93219,0.421844,1.033146,5270.207939
10961.354,1096.1354,0.185883,-0.847809,0.445236,0.975483,5270.23749
10990.899,1099.0899,0.129333,-0.915588,0.487564,1.045346,5270.267035
11020.447,1102.0447,0.165344,-0.868652,0.582458,1.058845,5270.296583
11049.994,1104.9994,0.434891,-0.874207,0.410309,1.059113,5270.32613
11079.54,1107.954,0.279083,-0.958862,0.452225,1.096272,5270.355676
11109.087,1110.9087,-0.101334,-0.783051,0.526413,0.948972,5270.385223
11138.635,1113.8635,0.341354,-1.164337,0.652588,1.377706,5270.414771
11168.182,1116.8182,1.204559,-0.662811,0.175369,1.386015,5270.444318
11197.732,1119.7732,-0.021088,-0.220901,0.776749,0.807825,5270.473868
11227.279,1122.7279,-1.231613,-1.550735,0.706818,2.102675,5270.503415
11256.827,1125.6827,2.12738,-7.211777,0.668503,7.548667,5270.532963
11286.374,1128.6374,0.753204,0.564026,1.330063,1.629266,5270.56251
11315.921,1131.5921,0.603027,0.147171,0.696121,0.932677,5270.592057
11345.465,1134.5465,0.456161,0.130142,0.738785,0.877965,5270.621601
11375.016,1137.5016,0.138885,0.069595,0.542725,0.56452,5270.651152
11404.565,1140.4565,-0.065338,-0.166641,0.312683,0.36029,5270.680701
11434.115,1143.4115,-0.016586,-0.362701,0.227661,0.428552,5270.710251
11463.661,1146.3661,0.074265,-0.482803,0.172424,0.51802,5270.739797
11493.205,1149.3205,0.198639,-0.614502,0.187408,0.672452,5270.769341
11522.751,1152.2751,0.215668,-0.752731,0.252396,0.822691,5270.798887
11552.3,1155.23,0.186646,-0.826843,0.406601,0.940123,5270.828436
11581.852,1158.1852,0.197205,-0.994598,0.446594,1.107954,5270.857988
11611.403,1161.1403,0.345093,-1.206482,0.487061,1.346074,5270.887539
11640.95,1164.095,0.510406,-1.340942,0.44516,1.502268,5270.917086
11670.496,1167.0496,0.558533,-1.480438,0.448898,1.644739,5270.946632
11700.043,1170.0043,0.17511,-1.318726,0.520432,1.428478,5270.976179
11729.59,1172.959,-0.222794,-1.296295,0.35051,1.361204,5271.005726
11759.135,1175.9135,0.134842,-1.090469,0.132782,1.106769,5271.035271
11788.683,1178.8683,0.169373,-1.425949,0.064911,1.437439,5271.064819
11818.228,1181.8228,0.090591,-1.159882,-0.036697,1.163993,5271.094364
11847.77,1184.777,-0.26268,-0.935486,0.071289,0.974278,5271.123906
11877.321,1187.7321,-0.629807,-1.033081,0.153259,1.219591,5271.153457
11906.86,1190.686,-0.049988,-0.945221,0.049225,0.947821,5271.182996
11936.414,1193.6414,0.771378,-0.932053,-0.087997,1.213049,5271.21255
11965.96,1196.596,-0.129364,-1.26384,0.291245,1.303399,5271.242096
11995.507,1199.5507,-1.156204,-0.871429,0.601578,1.567831,5271.271643
12025.052,1202.5052,-0.132126,-1.029999,-0.493683,1.149816,5271.301188
12054.604,1205.4604,2.162445,-0.985901,0.795425,2.506167,5271.33074
12084.152,1208.4152,1.133408,-1.067429,0.947845,1.822753,5271.360288
12113.698,1211.3698,0.305237,-1.124603,0.822769,1.426482,5271.389834
12143.187,1214.3187,0.213364,-0.639465,0.66481,0.946791,5271.419323
12172.734,1217.2734,0.15596,-0.680267,0.587173,0.912064,5271.44887
12202.274,1220.2274,0.24202,-0.682358,0.431198,0.842685,5271.47841
12231.821,1223.1821,0.328461,-0.489212,0.355331,0.688095,5271.507957
12261.368,1226.1368,0.053146,-0.378708,0.413162,0.562981,5271.537504
12290.913,1229.0913,0.006683,-0.62468,0.449295,0.769503,5271.567049
12320.46,1232.046,0.435303,-0.799179,0.900101,1.279983,5271.596596
12350.008,1235.0008,0.270691,-0.992157,0.572525,1.177045,5271.626144
12379.539,1237.9539,0.176331,-1.12764,0.325897,1.18696,5271.655675
12409.102,1240.9102,0.186523,-1.142426,0.062759,1.159252,5271.685238
12438.647,1243.8647,0.270737,-1.029205,0.025909,1.064534,5271.714783
12468.19,1246.819,0.253708,-1.02066,0.142242,1.061296,5271.744326
12497.737,1249.7737,0.067474,-1.056671,0.232117,1.083967,5271.773873
12527.28,1252.728,-0.103668,-1.066299,0.275818,1.106263,5271.803416
12556.817,1255.6817,-0.171005,-1.06955,0.278763,1.118431,5271.832953
12586.373,1258.6373,-0.118927,-1.011505,0.269577,1.053545,5271.862509
12615.918,1261.5918,-0.016602,-0.970123,0.229202,0.99697,5271.892054
12645.466,1264.5466,-0.016418,-0.970581,0.207474,0.992644,5271.921602
12675.012,1267.5012,-0.02977,-0.964844,0.181854,0.982283,5271.951148
12704.556,1270.4556,-0.069656,-0.976837,0.175339,0.99489,5271.980692
12734.101,1273.4101,-0.056534,-0.96846,0.174606,0.985697,5272.010237
12763.647,1276.3647,-0.087921,-0.990509,0.142487,1.00456,5272.039783
12793.193,1279.3193,-0.046448,-0.965866,0.091263,0.971279,5272.069329
12822.74,1282.274,-0.095795,-0.966202,0.122711,0.978663,5272.098876
12852.286,1285.2286,-0.086761,-0.977005,0.175522,0.996431,5272.128422
12881.832,1288.1832,-0.110428,-0.990158,0.174088,1.011392,5272.157968
12911.38,1291.138,-0.047928,-0.971497,0.11087,0.978976,5272.187516
12940.925,1294.0925,-0.093216,-0.968414,0.089294,0.97698,5272.217061
12970.473,1297.0473,-0.161896,-0.960602,0.094559,0.978727,5272.246609
13000.022,1300.0022,-0.160065,-0.968826,0.044815,0.982982,5272.276158
13029.572,1302.9572,-0.218231,-0.961594,0.090836,0.990221,5272.305708
13059.122,1305.9122,-0.225906,-0.984131,0.124969,1.01743,5272.335258
13088.67,1308.867,-0.147705,-0.983841,0.149017,1.005965,5272.364806
13118.215,1311.8215,-0.000809,-1.038498,0.165146,1.051547,5272.394351
13147.759,1314.7759,-0.151382,-0.934402,0.215622,0.970833,5272.423895
13177.303,1317.7303,-0.536469,-0.849579,0.091461,1.008934,5272.453439
13206.848,1320.6848,-0.193848,-1.030991,-0.002197,1.049058,5272.482984
13236.393,1323.6393,0.187988,-0.665298,-0.406937,0.802221,5272.512529
13265.94,1326.594,-0.474182,-2.158646,0.893814,2.38401,5272.542076
13295.487,1329.5487,0.211227,-1.287903,-0.232208,1.325606,5272.571623
13325.032,1332.5032,0.419373,-0.753845,0.197784,0.885028,5272.601168
13354.579,1335.4579,0.269699,-0.837326,0.181763,0.898271,5272.630715
13384.125,1338.4125,0.212723,-0.822632,0.421448,0.948468,5272.660261
13413.671,1341.3671,0.217484,-0.959274,0.340134,1.040768,5272.689807
13443.218,1344.3218,0.355911,-1.119263,0.387772,1.236846,5272.719354
13472.763,1347.2763,0.337128,-1.29158,0.433533,1.40349,5272.748899
13502.31,1350.231,0.350418,-1.197266,0.419052,1.315995,5272.778446
13531.857,1353.1857,0.246353,-0.884094,0.412384,1.006168,5272.807993
13561.405,1356.1405,0.059174,-0.665604,0.464645,0.813895,5272.837541
13590.951,1359.0951,0.260208,-0.541046,0.483261,0.770701,5272.867087
13620.494,1362.0494,0.370102,-0.61644,0.389069,0.817525,5272.89663
13650.038,1365.0038,0.44809,-0.517609,0.390213,0.788016,5272.926174
13679.581,1367.9581,0.40332,-0.41066,0.278976,0.639638,5272.955717
13709.126,1370.9126,0.125381,-0.618835,0.293579,0.696324,5272.985262
13738.669,1373.8669,0.160736,-0.863693,0.611893,1.070614,5273.014805
13768.207,1376.8207,0.010635,-0.968018,0.974686,1.373748,5273.044343
13797.756,1379.7756,-0.240723,-1.126892,0.485443,1.250395,5273.073892
13827.298,1382.7298,0.120895,-1.40593,-0.067276,1.412721,5273.103434
13856.842,1385.6842,0.049072,-1.618622,-0.345184,1.655747,5273.132978
13886.388,1388.6388,0.022385,-1.436066,0.000824,1.43624,5273.162524
13915.934,1391.5934,-0.014069,-1.203522,0.123444,1.209918,5273.19207
13945.475,1394.5475,-0.04303,-1.043381,0.183121,1.060202,5273.221611
13975.024,1397.5024,-0.036575,-0.979462,0.213791,1.00319,5273.25116
14004.567,1400.4567,-0.037338,-1.014923,0.238846,1.043317,5273.280703
14034.111,1403.4111,-0.001389,-0.995438,0.230103,1.021687,5273.310247
14063.653,1406.3653,-0.02475,-0.963562,0.229416,0.990806,5273.339789
14093.195,1409.3195,0.009094,-0.9888,0.216537,1.012273,5273.369331
14122.734,1412.2734,0.015213,-0.995316,0.233383,1.022425,5273.39887
14152.286,1415.2286,0.021454,-0.994125,0.245361,1.024181,5273.428422
14181.829,1418.1829,-0.06311,-0.977341,0.248718,1.010465,5273.457965
14211.374,1421.1374,-0.074371,-0.977676,0.230621,1.007258,5273.48751
14240.919,1424.0919,-0.082214,-0.981903,0.108246,0.991267,5273.517055
14270.465,1427.0465,-0.3909,-0.861069,0.064438,0.947837,5273.546601
14300.012,1430.0012,-0.371643,-0.948471,0.211685,1.040445,5273.576148
14329.556,1432.9556,0.179276,-1.02742,0.12764,1.050725,5273.605692
14359.101,1435.9101,0.214722,-0.999344,0.116379,1.028755,5273.635237
14388.646,1438.8646,-0.651398,-0.923294,0.411575,1.202574,5273.664782
14418.186,1441.8186,-0.997879,-0.749817,0.411179,1.314175,5273.694322
14447.739,1444.7739,1.458618,-1.341492,-0.322311,2.007748,5273.723875
14477.286,1447.7286,0.569641,-0.935608,-0.043854,1.096256,5273.753422
14506.834,1450.6834,-1.291031,-1.634903,-0.183716,2.091272,5273.78297
14536.38,1453.638,-0.414413,-1.18483,-0.618271,1.399221,5273.812516
14565.925,1456.5925,-0.004578,-0.680496,0.30957,0.747616,5273.842061
14595.471,1459.5471,0.062454,-0.77858,0.307755,0.839524,5273.871607
14625.018,1462.5018,0.19313,-0.797928,0.355194,0.894512,5273.901154
14654.562,1465.4562,0.268646,-0.813873,0.394028,0.943302,5273.930698
14684.105,1468.4105,0.303009,-1.05545,0.409683,1.17202,5273.960241
14713.65,1471.365,0.145203,-1.08165,0.353363,1.147134,5273.989786
14743.192,1474.3192,-0.006119,-0.885635,0.338623,0.948184,5274.019328
14772.736,1477.2736,0.002823,-0.91864,0.30751,0.968747,5274.048872
14802.28,1480.228,0.010071,-0.814636,0.258499,0.854725,5274.078416
14831.824,1483.1824,-0.119949,-0.694351,0.152267,0.7209,5274.10796
14861.369,1486.1369,-0.226776,-0.735413,0.06073,0.771976,5274.137505
14890.913,1489.0913,-0.099045,-0.892975,-0.022141,0.898724,5274.167049
14920.456,1492.0456,0.136261,-1.084122,0.067963,1.094763,5274.196592
14950.001,1495.0001,-0.01004,-1.233475,0.159241,1.243752,5274.226137
14979.539,1497.9539,-0.290085,-1.356598,0.169052,1.397528,5274.255675
15009.088,1500.9088,-0.169022,-1.324295,0.048233,1.335909,5274.285224
15038.63,1503.863,-0.034317,-1.111099,-0.137711,1.120127,5274.314766
15068.171,1506.8171,-0.121277,-1.049042,-0.208954,1.076503,5274.344307
15097.713,1509.7713,-0.121185,-0.938858,-0.155975,0.959411,5274.373849
15127.258,1512.7258,-0.141205,-0.937637,-0.149658,0.959948,5274.403394
15156.798,1515.6798,-0.15303,-0.968414,-0.147263,0.991429,5274.432934
15186.345,1518.6345,-0.126816,-0.970993,-0.151047,0.99082,5274.462481
15215.887,1521.5887,-0.137024,-0.953812,-0.121658,0.971253,5274.492023
15245.434,1524.5434,-0.114532,-0.974518,-0.069702,0.983698,5274.52157
15274.978,1527.4978,-0.107086,-0.981339,-0.071075,0.989719,5274.551114
15304.525,1530.4525,-0.083374,-0.975067,-0.079849,0.981877,5274.580661
15334.064,1533.4064,-0.126953,-0.970718,-0.110672,0.985221,5274.6102
15363.612,1536.3612,-0.143524,-0.980621,-0.152466,1.002728,5274.639748
15393.154,1539.3154,-0.11795,-0.962067,-0.153976,0.981424,5274.66929
15422.699,1542.2699,-0.139175,-0.993454,-0.120804,1.010403,5274.698835
15452.243,1545.2243,-0.177399,-0.979736,-0.121338,1.003034,5274.728379
15481.782,1548.1782,-0.088867,-0.968552,-0.138702,0.98246,5274.757918
15511.309,1551.1309,-0.109848,-0.969788,-0.157547,0.988623,5274.787445
15540.873,1554.0873,-0.141235,-0.972305,-0.112869,0.988971,5274.817009
15570.419,1557.0419,-0.11409,-0.975235,-0.093704,0.986347,5274.846555
15599.962,1559.9962,-0.11412,-0.968811,-0.09903,0.980523,5274.876098
15629.506,1562.9506,-0.118027,-0.989746,-0.112015,1.003033,5274.905642
15659.047,1565.9047,-0.108948,-0.986267,-0.127731,1.000454,5274.935183
15688.592,1568.8592,-0.114029,-0.978104,-0.147064,0.995649,5274.964728
15718.134,1571.8134,-0.086777,-1.015244,-0.11676,1.025613,5274.99427
15747.676,1574.7676,-0.148605,-0.980789,-0.096542,0.99667,5275.023812
15777.218,1577.7218,-0.124802,-0.937454,-0.121735,0.953528,5275.053354
15806.759,1580.6759,-0.055466,-1.031937,-0.161621,1.045988,5275.082895
15836.3,1583.63,-0.102585,-0.978989,-0.120865,0.991741,5275.112436
15865.841,1586.5841,-0.116287,-0.980927,-0.120972,0.995175,5275.141977
15895.385,1589.5385,-0.093155,-0.961899,-0.130035,0.975108,5275.171521
15924.93,1592.493,-0.112259,-0.97467,-0.133636,0.990173,5275.201066
15954.474,1595.4474,-0.119995,-0.982422,-0.134598,0.998833,5275.23061
15984.017,1598.4017,-0.10881,-0.968567,-0.128769,0.983129,5275.260153
16013.56,1601.356,-0.114502,-0.977692,-0.126282,0.992441,5275.289696
16043.102,1604.3102,-0.091171,-0.959564,-0.135071,0.973304,5275.319238
